Article,Claim,Label,Label_mapped
https://www.snopes.com/fact-check/25-million-fraud-votes-for-clinton/,An NPR study determined that 25 million fraudulent votes had been cast for Hillary Clinton in the 2016 presidential election.,https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/30000-scientists-reject-climate-change/,"30,000 scientists have signed a petition arguing that there is no convincing scientific evidence for anthropogenic climate change.",https://www.snopes.com/tachyon/2018/03/rating-mostly-false.png,False
https://www.snopes.com/fact-check/300000-wisconsin-voters-turned-away-due-to-voter-id-laws/,"Donald Trump won the state of Wisconsin by 27,000 votes, but 300,000 Wisconsin voters were turned away at the polls for insufficient identification.",https://www.snopes.com/tachyon/2018/03/rating-unproven.png,Unknown
https://www.snopes.com/fact-check/35000-soldiers-dead-anthrax-vaccinations/,"A government report from 2008 states that 35,000 veterans of the first Gulf War died as a direct result of adverse effects from an Anthrax vaccine they were mandated to receive.",https://www.snopes.com/tachyon/2018/03/rating-unproven.png,Unknown
https://www.snopes.com/fact-check/3d-printed-rhino-horn-developed/,A biotech company has developed a 3D synthetic rhino horn that will eventually undercut the market for poached horns.,https://www.snopes.com/tachyon/2018/03/rating-mixture.png,Unknown
https://www.snopes.com/fact-check/400-papers-published-in-2017-prove-that-global-warming-is-myth/,Hundreds of papers published in 2017 prove that global warming is a myth.,https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/4chan-user-prediction-las-vegas-shooting/,An anonymous 4chan user predicted the October 2017 Las Vegas Strip mass shooting.,https://www.snopes.com/tachyon/2018/03/rating-unproven.png,Unknown
https://www.snopes.com/fact-check/5-year-old-boy-dies-in-santas-arms/,A Tennessee boy died in the arms of a local man portraying Santa Claus during a hospital visit.,https://www.snopes.com/tachyon/2018/03/rating-unproven.png,Unknown
https://www.snopes.com/fact-check/643000-bankruptcies-in-the-u-s-every-year-due-to-medical-bills/,"643,000 Americans declare bankruptcy over medical bills every year.",https://www.snopes.com/tachyon/2018/03/rating-mixture.png,Unknown
https://www.snopes.com/fact-check/900-pound-man-x-ray/,A photograph shows an x-ray of a 900-pound man.,https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/911-pentagon-attack/,The damage to the Pentagon on September 11 was caused by something other than a hijacked Boeing 757's being crashed into its side.,https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/Edward-mordrake/,"A nineteenth-century British man named Edward Mordrake (also spelled ""Mordake"") was born with a rare medical condition in the form of a extra face on the back of his head.",https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/a-shot-in-the-dark/,Photograph shows John F. Kennedy and Marilyn Monroe sharing an intimate moment.,https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/a-spanish-mystery/,Photographs show the figure of an astronaut carved into the wall of a 12th century Spanish cathedral.,https://www.snopes.com/tachyon/2018/03/rating-miscaptioned.png,False
https://www.snopes.com/fact-check/a-toaster-dial-is-for-minutes-not-level-of-toasty-ness/,"The numbers on a toaster indicate duration of toasting in minutes, and not a ""degree of toastiness.""",https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/abc-news-poll-trump-clinton/,"A live poll conducted by ABC News in August 2016 shows Donald Trump, Jill Stein, and Gary Johnson all well ahead of Hillary Clinton.",https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/abortion-rates-presidencies/,Abortion rates drop during Democratic presidencies and rise during Republican administrations.,https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/abraham-lincolns-capitalism-prophecy/,Abraham Lincoln issued a prophetic warning about the tyranny of capitalism.,https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/ace-hardware-stands-against-standing-rock/,Ace Hardware is refusing to sell propane to Dakota Access pipeline protesters.,https://www.snopes.com/tachyon/2018/03/rating-unproven.png,Unknown
https://www.snopes.com/fact-check/act-like-youve-been-there-before/,"Penn State's Joe Paterno said ""when you get into the end zone, act like you've been there before.""",https://www.snopes.com/tachyon/2018/03/rating-true.png,True
https://www.snopes.com/fact-check/actor-harry-shearer-leaving-simpsons/,Actor Harry Shearer announced in November 2017 that he was leaving 'The Simpsons.',https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/adam-schiffs-sister-was-married-to-george-soros-son/,"Adam Schiff's sister Melissa was married to George Soros's son, Robert.",https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/after-birth-abortion/,"American liberals are debating the merits of ""after birth abortion.""",https://www.snopes.com/tachyon/2018/03/rating-mostly-false.png,False
https://www.snopes.com/fact-check/al-gores-energy-use/,Al Gore's residence uses considerably more energy than the average American home.,https://www.snopes.com/tachyon/2018/03/rating-mixture.png,Unknown
https://www.snopes.com/fact-check/al-smith-dinner-sticker/,"An image shows Maria Bartiromo holding a phone decorated with a ""Trump/Pence"" sticker at the annual Al Smith Dinner.",https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/aldrin-not-punching-trump/,Buzz Aldrin said that his greatest achievement was successfully restraining himself from punching President Trump.,https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/alexandria-shooter-james-hodgkinson-protested-with-sign-rand-paul-tweet/,Alexandria shooter James Hodgkinson protested with a sign featuring a Rand Paul tweet.,https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/alicia-machado-adult-star/,Former Miss Universe Alicia Machado was a 'porn star.',https://www.snopes.com/tachyon/2018/03/rating-mostly-false.png,False
https://www.snopes.com/fact-check/alien-mummy-peru/,"A corpse found in Nazca, Peru, is that of an alien.",https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/allison-mack-rothschild-clinton/,Actress Allison Mack confessed that she sold children to the Rothschilds and Clintons.,https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/alton-sterling-photograph-myspace/,A photograph shows Alton Sterling and two children holding guns.,https://www.snopes.com/tachyon/2018/03/rating-unproven.png,Unknown
https://www.snopes.com/fact-check/amazon-employees-food-stamps/,"Amazon employees ""earn so little they qualify for food stamps.""",https://www.snopes.com/tachyon/2018/03/rating-mixture.png,Unknown
https://www.snopes.com/fact-check/amelia-bassano-william-shakespeare/,A black woman named Amelia Bassano has been proved the true (uncredited) author of all of William Shakespeare's plays.,https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/america-first-ku-klux-klan-slogan/,"President Trump's oft-repeated slogan ""America First"" was also a credo of the white supremacist Ku Klux Klan organization.",https://www.snopes.com/tachyon/2018/03/rating-true.png,True
https://www.snopes.com/fact-check/american-psychiatric-association-pedophilia/,The American Psychiatric Association condones pedophilia and says it is normal to be sexually attracted to children.,https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/amish-trump-presidential-victory/,The Amish Brotherhood have endorsed Donald Trump for president.,https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/amy-winehouse-del-rey/,A photograph shows Amy Winehouse and Lana Del Rey hanging out together.,https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/anatomically-incorrect/,Ted Cruz was unable to locate the clitoris on a diagram of the female anatomy.,https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/ancestry-dna-steal-own/,Ancestry.com can retain the rights to your genetic information if you sign up for their DNA testing.,https://www.snopes.com/tachyon/2018/03/rating-mixture.png,Unknown
https://www.snopes.com/fact-check/ancient-giant-trees/,A photograph shows the remains of an ancient tree trunk measuring more than two miles (3.2 km) wide.,https://www.snopes.com/tachyon/2018/03/rating-miscaptioned.png,False
https://www.snopes.com/fact-check/animal-testing-image/,A photograph depicts a rabbit subjected to animal testing at the L'Oreal cosmetic company's labs.,https://www.snopes.com/tachyon/2018/03/rating-miscaptioned.png,False
https://www.snopes.com/fact-check/anne-frank-refugee/,The family of Anne Frank sought (and was denied) refugee status in the United States.,https://www.snopes.com/tachyon/2018/03/rating-true.png,True
https://www.snopes.com/fact-check/anonymous-opkkk/,Anonymous has discovered evidence that numerous politicians have Ku Klux Klan connections.,https://www.snopes.com/tachyon/2018/03/rating-mixture.png,Unknown
https://www.snopes.com/fact-check/antarctic-wave/,Photographs show ice formations in Lake Huron created by waves of water freezing in midair.,https://www.snopes.com/tachyon/2018/03/rating-miscaptioned.png,False
https://www.snopes.com/fact-check/anthony-weiner-protective-custody/,Anthony Weiner was placed in protective custody until he can testify against Hillary Clinton.,https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/anti-trump-protesters-block-ambulance/,The father of a 4-year-old girl died after anti-Trump protesters blocked roads and delayed an ambulance from reaching the hospital.,https://www.snopes.com/tachyon/2018/03/rating-unproven.png,Unknown
https://www.snopes.com/fact-check/anti-trump-protesters-destroy-america/,A photograph shows a violent anti-Trump protest in the United States in November 2016.,https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/antifa-flyers-call-for-the-murder-of-white-children/,The anti-fascist group Antifa created and distributed a flyer calling for the murder of white children.,https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/antifa-member-photographed-beating-police-officer/,A photograph shows an Antifa member hitting a police officer.,https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/antifa-protest-sturgis-2018/,Antifa activists announced in August 2017 that they would protest the Sturgis Motorcycle Rally in 2018.,https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/antifa-protestor-punch-m80/,Louise Rosealma was photographed holding an explosive device made from a glass bottle before she was punched by Nathan Damigo.,https://www.snopes.com/tachyon/2018/03/rating-mostly-false.png,False
https://www.snopes.com/fact-check/antifa-stab-neo-nazi-haircut/,"An ""anti-fascist"" stabbed a man in Colorado after mistaking him for a white supremacist because of his haircut.",https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/arapahoe-school-shooting-stopped-armed-sro/,"A December 2015 school shooting in Arapahoe County, Colorado, was circumvented by an armed school resource officer.",https://www.snopes.com/tachyon/2018/03/rating-mixture.png,Unknown
https://www.snopes.com/fact-check/are-feminists-complaining-telepathic-rape/,"A feminist wrote in an op-ed that men commit ""telepathic rape"" by masturbating to women they don't know.",https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/are-jellyfish-and-lobsters-biologically-immortal/,"Jellyfish and lobsters are considered biologically immortal, meaning they don't age and will never die unless they are killed.",https://www.snopes.com/tachyon/2018/03/rating-mixture.png,Unknown
https://www.snopes.com/fact-check/are-people-adopting-pit-bulls-euthanizing/,"People are adopting pit bulls with the express goal of euthanizing them, and then bragging about it on the Internet with the hashtag #PitbullDropOff.",https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/are-people-identifying-as-clovergender/,"Individuals are legitimately identifying as and calling for acceptance of a new identity known as ""clovergender.""",https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/are-there-871-convicted-felons-currently-playing-for-the-nfl/,There are currently 871 convicted felons playing for the NFL.,https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/are-vigilante-protesters-digging-up-confederate-graves/,Vigilante Protesters Digging Up Confederate Graves after Charlottesville Clashes?,https://www.snopes.com/tachyon/2018/03/rating-mostly-false.png,False
https://www.snopes.com/fact-check/are-white-people-being-assaulted-at-showing-of-black-panther/,"White people have been attacked by black filmgoers at showings of ""Black Panther.""",https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/ariana-grande-american-flag-photograph/,An image depicts Ariana Grande defiling the American flag.,https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/arizona-drug-welfare-recipients/,"Only one person out of 87,000 tested positive for drugs under Arizona's $3.6 million drug-testing program for welfare recipients.",https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/army-football-team-kneel-protest-national-anthem/,A photograph shows the Army football team kneeling in protest during the national anthem.,https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/army-memo-announces-martial-law/,"An Army memorandum announces martial law training and preparation to begin at Fort Carson, Colorado, in September 2016.",https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/army-sniper-shoot-intruders/,A former Army sniper shot three violent home intruders in the course of their victimizing a neighbor's household.,https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/astronauts-helmets-moon/,A photograph showing a group of astronauts without their helmets on indicates that the moon landing was staged.,https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/ata-skeleton/,A strange skeleton found in the Atacama desert has baffled scientists and is an a human-alien hybrid.,https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/attack-squirrels-arrest/,A woman was arrested for training squirrels to attack her ex-boyfriend.,https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/attacking-the-rich/,"Actress Jodie Foster said that attacking the rich is not envy, it's self-defense.",https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/attorney-general-of-alabama-told-the-klan/,"The former Alabama state Attorney general, Bill Baxley, once told a Ku Klux Klan Grand Dragon ""kiss my ass"" in response to threats.",https://www.snopes.com/tachyon/2018/03/rating-true.png,True
https://www.snopes.com/fact-check/audit-the-vote/,"The Department of Justice (DOJ)'s switchboard is tallying ""Audit the Vote"" calls and if enough people call, 2016 election results can be overturned.",https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/australian-guns/,Statistics demonstrate that crime rates in Australia have increased substantially since the government there instituted a gun buy-back program in 1997.,https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/australian-military-veteran-beat-up-eight-muslims-for-attacking-his-wife/,An Australian military veteran single-handedly beat up eight Muslim men who attacked his wife.,https://www.snopes.com/tachyon/2018/03/rating-unproven.png,Unknown
https://www.snopes.com/fact-check/autism-is-now-disclosed-as-dtap-side-effect/,"Autism has now been included among the known side effects of the DTaP (Diphtheria, Tetanus, and acellular Pertussis) vaccine.",https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/ayn-rand-quote/,"Ayn Rand said, ""The question isn't who is going to let me; it's who is going to stop me.""",https://www.snopes.com/tachyon/2018/03/rating-mixture.png,Unknown
https://www.snopes.com/fact-check/ayn-rand-social-security/,"Despite arguing that government benefits constitute an immoral redistribution of wealth, Ayn Rand received Social Security payouts later in life.",https://www.snopes.com/tachyon/2018/03/rating-true.png,True
https://www.snopes.com/fact-check/baby-boom-4/,An Atlanta police officer killed a baby following a breastfeeding dispute with the child's mother.,https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/baby-born-holding-iud/,Photograph shows a newborn baby clutching an IUD in his hand.,https://www.snopes.com/tachyon/2018/03/rating-miscaptioned.png,False
https://www.snopes.com/fact-check/baby-gorilla-harambe-mcharambeface/,A zoo in China named a baby gorilla Harambe McHarambeface.,https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/babysitter-transported-to-hospital/,A 31-year-old Cincinnati woman was taken to the hospital after the 14-month-old toddler she was babysitting got stuck in her vaginal cavity.,https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/bachmann-dinosaur-bones/,Rep. Michele Bachmann questioned why dinosaur bones aren't dirty if they've been buried for millions of years.,https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/bad-taste/,Monica Lewinsky proclaimed she would be voting Republican because 'the Democrats left a bad taste in my mouth.',https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/balloon-breasted-trump/,A photograph shows President Trump with balloons stuffed into his shirt.,https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/banana-injected-blood-hiv/,Bananas that display a red discoloration inside are dangerous to human health if eaten.,https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/bannon-leninist-destroy-state/,"Steve Bannon once described himself a ""Leninist"" who wanted to destroy the state.",https://www.snopes.com/tachyon/2018/03/rating-unproven.png,Unknown
https://www.snopes.com/fact-check/barack-obama-accomplishments/,"A list of some of President Obama's economic accomplishments shows all he has done, even hampered by political obstructionism.",https://www.snopes.com/tachyon/2018/03/rating-mostly-true-new.png,True
https://www.snopes.com/fact-check/barack-obama-katrina/,Barack Obama was president when Hurricane Katrina hit New Orleans in 2005.,https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/barbara-boxer-gave-bernie-sanders-supporters-the-finger/,"Sen. Barbara Boxer flipped off supporters of Bernie Sanders off before claiming she ""feared for her life"" and exiting the stage at a Nevada convention, and a photo of the event has been censored by social media.",https://www.snopes.com/tachyon/2018/03/rating-mostly-false.png,False
https://www.snopes.com/fact-check/barbara-bush-astrodome-quote/,"Former first lady Barbara Bush said that Hurricane Katrina refugees being housed in the Houston Astrodome were ""underprivileged anyway, so this is working very well for them.""",https://www.snopes.com/tachyon/2018/03/rating-true.png,True
https://www.snopes.com/fact-check/barry-wilmore-see-astronaut-ramirez-outside-the-space-station/,Barry Wilmore said that he saw astronaut Ramirez outside the space station even though Ramirez was sitting right next to him.,https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/barton-wind-finite/,"Rep. Joe Barton said ""wind is a finite resource and harnessing it would slow the winds down, which would cause the temperature to go up.""",https://www.snopes.com/tachyon/2018/03/rating-mixture.png,Unknown
https://www.snopes.com/fact-check/baseball-players-kneeling-protest-1950s/,Baseball players in the 1950s were caught on camera kneeling to protest lynchings in the United States.,https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/bees-gmo-cornfield/,"Over 37 million bees were killed by a large GMO cornfield was planted in Ontario, Canada.",https://www.snopes.com/tachyon/2018/03/rating-unproven.png,Unknown
https://www.snopes.com/fact-check/behead-of-the-family/,"Grisly photograph shows the Buckley family, whose children beheaded their mother with an axe on Halloween.",https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/belgian-town-removes-nativity-scene-appease-four-muslim-residents/,A town in Belgium was forced to remove a nativity scene to avoid offending four Muslim residents.,https://www.snopes.com/tachyon/2018/03/rating-unproven.png,Unknown
https://www.snopes.com/fact-check/ben-and-jerrys-hate-cops/,"A photograph shows the founders of Ben & Jerry's holding a sign that reads ""We Hate Cops.""",https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/ben-carson-abortions-create-baby-ghosts-haunt-hospitals/,"Ben Carson said abortions led to baby ghosts haunting hospitals, stealing medical supplies, and increasing healthcare costs.",https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/ben-carson-hurricane-homelessness-gift-heaven/,"Ben Carson told a hurricane victim that ""homelessness is a gift from heaven"" and a sign that God wanted them to be homeless.",https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/ben-carson-thinks-the-earth-would-have-exploded-during-big-bang/,"Ben Carson once said ""if the Big Bang is merely a theory, if by chance it was true, how would you explain that the Earth didn't blow up during the explosion?""",https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/ben-carson-voter-fraud/,Ben Carson said that illegal immigrants who get caught voting should be stripped of citizenship.,https://www.snopes.com/tachyon/2018/03/rating-mostly-true-new.png,True
https://www.snopes.com/fact-check/ben-carson-welfare-meme/,"Dr. Ben Carson said the ""disintegration of the family unit and the welfare state are enslaving African-Americans and ruining their futures"" but received help from such programs in his youth.",https://www.snopes.com/tachyon/2018/03/rating-mixture.png,Unknown
https://www.snopes.com/fact-check/ben-jerrys-impeachmint-ice-cream/,"Ben & Jerry's created an ""ImPeachMint"" flavored ice cream for President Donald Trump.",https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/benjamin-franklin-said-to-question-authority/,Benjamin Franklin said it was the first responsibility of every citizen to question authority.,https://www.snopes.com/tachyon/2018/03/rating-unproven.png,Unknown
https://www.snopes.com/fact-check/berkeley-breathed-trump-letter/,President Trump's lawyers sent a cease and desist letter to a cartoonist for using doctored images of the Trump family.,https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/bernie-sanders-audi-8/,"Bernie Sanders purchased a $172,000 luxury car with presidential campaign donations.",https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/bernie-sanders-campaign-data-breach-controversy/,Staffers on Bernie Sanders' campaign deliberately and improperly accessed information about the Hillary Clinton campaign during a brief (30-40 minute-long) data security lapse.,https://www.snopes.com/tachyon/2018/03/rating-mixture.png,Unknown
https://www.snopes.com/fact-check/bernie-sanders-essay/,"Bernie Sanders wrote an essay in which a woman fantasizes about being ""raped by three men simultaneously.""",https://www.snopes.com/tachyon/2018/03/rating-true.png,True
https://www.snopes.com/fact-check/bernie-sanders-fdr-and-contested-conventions/,"Bernie Sanders was forced to endorse Hillary Clinton under DNC rules, but can go on to win a contested convention like FDR (who also endorsed his opponent before winning).",https://www.snopes.com/tachyon/2018/03/rating-mixture.png,Unknown
https://www.snopes.com/fact-check/bernie-sanders-leaves-the-democratic-party/,Sen. Bernie Sanders left the Democratic Party during the DNC (possibly as part of the #Demexit protest).,https://www.snopes.com/tachyon/2018/03/rating-mostly-false.png,False
https://www.snopes.com/fact-check/bernie-sanders-loser-meme/,A meme accurately describes the arc of Bernie Sanders' (financial) life.,https://www.snopes.com/tachyon/2018/03/rating-mixture.png,Unknown
https://www.snopes.com/fact-check/bernie-sanders-told-supporters-hed-never-tell-them-how-to-vote/,"Bernie Sanders informed his supporters that he'd never tell them whom to vote for, and that if he did they shouldn't listen to him.",https://www.snopes.com/tachyon/2018/03/rating-mixture.png,Unknown
https://www.snopes.com/fact-check/betsy-devos-education-secretary/,"Donald Trump's nominee for Secretary of Education, billionaire Betsy DeVos, has no education degree or teaching experience, has never attended a public school or sent her children to one, and supports the funding of for-profit Christian schools over public ones; she got the job because she donated $9.5 million to Trump's campaign.",https://www.snopes.com/tachyon/2018/03/rating-mixture.png,Unknown
https://www.snopes.com/fact-check/betty-white-grow-some-balls/,Actress Betty White uttered a witty rejoinder to the oft-used phrase 'Grow some balls.',https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/betty-white-in-her-20s-photo/,Photographs show actress Betty White when she was in her 20s.,https://www.snopes.com/tachyon/2018/03/rating-miscaptioned.png,False
https://www.snopes.com/fact-check/bicycle-tree/,A photograph shows a tree that grew around a bicycle left behind by a boy who went off to war.,https://www.snopes.com/tachyon/2018/03/rating-miscaptioned.png,False
https://www.snopes.com/fact-check/biden-woman-gun-photo/,A photograph captured Joe Biden posing menacingly with an elderly woman and a gun.,https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/big-gulp/,A photograph shows a kayaker paddling across a humpback whale's huge open mouth.,https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/bihn-label/,Washing instruction tags on Tom Bihn bags carry a hidden message in French disparaging the president.,https://www.snopes.com/tachyon/2018/03/rating-mixture.png,Unknown
https://www.snopes.com/fact-check/bill-clinton-expelled-from-oxford/,Bill Clinton was expelled from Oxford University for raping a British classmate named Eileen Wellstone.,https://www.snopes.com/tachyon/2018/03/rating-unproven.png,Unknown
https://www.snopes.com/fact-check/bill-clinton-illegitimate-son/,"Bill Clinton fathered an illegitimate, mixed-race son named Danney Williams with an Arkansas prostitute in 1985.",https://www.snopes.com/tachyon/2018/03/rating-unproven.png,Unknown
https://www.snopes.com/fact-check/bill-clinton-in-the-nude/,A photograph shows former president Bill Clinton sitting naked on a hotel bed.,https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/bill-clinton-said-hillary-suffered-more-than-those-guys-in-benghazi/,"Bill Clinton said that testifying at congressional hearings meant that ""Hillary suffered more than those guys in Benghazi.""",https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/bill-clinton-told-tony-blair-ham/,Bill Clinton told Tony Blair that he likes to punch slabs of ham.,https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/bill-cosbys-star-removed/?utm_source=twitter&utm_medium=social,"Photograph depicts the removal of Bill Cosby's Hollywood ""Walk of Fame"" Star.",https://www.snopes.com/tachyon/2018/03/rating-false.png,False
https://www.snopes.com/fact-check/bill-gates-vaccinations-depopulation/,Bill Gates has openly admitted that vaccinations are designed so that governments can depopulate the world.,https://www.snopes.com/tachyon/2018/03/rating-false.png,False
